1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.013616,-0.041958,-0.021991,-0.088204,-0.030623,-0.068347,-0.078850,0.003020,0.484749,0.544165,0.519644,0.590614,0.541790,0.551282,0.683411,0.598728
-0.012064,-0.040687,-0.021850,-0.091394,-0.031461,-0.070303,-0.078486,0.003722,0.489902,0.549789,0.518955,0.599034,0.541127,0.554576,0.684992,0.597176
-0.017929,-0.040583,-0.023927,-0.085817,-0.031099,-0.070903,-0.078792,0.004282,0.487236,0.551460,0.520072,0.590013,0.540449,0.554044,0.685007,0.596406
-0.014625,-0.042972,-0.024843,-0.088927,-0.030649,-0.070269,-0.080723,0.003983,0.484920,0.552715,0.519522,0.591687,0.539185,0.555115,0.684499,0.598110
-0.012388,-0.042332,-0.020542,-0.084051,-0.031236,-0.072585,-0.081295,0.004917,0.487176,0.552257,0.519209,0.586295,0.539085,0.555880,0.688314,0.595319
-0.018378,-0.043995,-0.021226,-0.084281,-0.031546,-0.070781,-0.083372,0.004506,0.489952,0.550592,0.519756,0.583440,0.539298,0.556271,0.685489,0.595215
-0.022120,-0.044351,-0.024568,-0.085367,-0.032067,-0.072070,-0.083852,0.005766,0.494700,0.550875,0.520454,0.582111,0.539580,0.557150,0.684199,0.595590
-0.007108,-0.041002,-0.025383,-0.085414,-0.032895,-0.069378,-0.084024,0.005879,0.492838,0.550311,0.520506,0.580751,0.540453,0.556886,0.684699,0.592172
-0.017177,-0.044201,-0.024623,-0.084226,-0.030676,-0.072015,-0.086114,0.006632,0.490758,0.551715,0.519417,0.583278,0.539497,0.557670,0.687312,0.593012
-0.011906,-0.038631,-0.024715,-0.085246,-0.032040,-0.071211,-0.085386,0.007177,0.489975,0.552351,0.520709,0.579221,0.539986,0.559995,0.685462,0.592821
