1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.016452,-0.039418,-0.025836,-0.088555,-0.030067,-0.072922,-0.080986,0.004024,0.500684,0.543234,0.521979,0.597579,0.540952,0.552938,0.686670,0.597797
-0.016437,-0.044434,-0.022295,-0.092676,-0.029902,-0.072974,-0.080478,0.004119,0.490953,0.548218,0.520983,0.594492,0.540523,0.556574,0.687015,0.597373
-0.015362,-0.044197,-0.025654,-0.088763,-0.031059,-0.071724,-0.080414,0.005991,0.490390,0.550751,0.521715,0.592382,0.539406,0.555489,0.684790,0.594996
-0.019727,-0.040341,-0.020190,-0.090969,-0.032075,-0.073444,-0.081068,0.006260,0.497512,0.551448,0.520523,0.590965,0.539272,0.558473,0.683261,0.594026
-0.010294,-0.042586,-0.020816,-0.084681,-0.031266,-0.070379,-0.081843,0.005748,0.487898,0.547908,0.521034,0.588202,0.538510,0.558543,0.684657,0.595069
-0.018271,-0.039680,-0.025023,-0.090970,-0.029725,-0.072327,-0.082917,0.005835,0.491843,0.551376,0.523112,0.593234,0.538145,0.558200,0.685674,0.593046
-0.021402,-0.044507,-0.024774,-0.090224,-0.030185,-0.068766,-0.084314,0.006837,0.495223,0.550426,0.523431,0.593442,0.538385,0.557922,0.685094,0.592088
-0.004726,-0.040250,-0.023426,-0.089087,-0.031115,-0.072573,-0.085013,0.006359,0.480997,0.550569,0.520818,0.586751,0.539093,0.559580,0.688429,0.593233
-0.017393,-0.040716,-0.024497,-0.087247,-0.028934,-0.070206,-0.084229,0.006585,0.495364,0.551530,0.520806,0.588026,0.538311,0.558525,0.686917,0.593587
-0.009284,-0.041246,-0.026789,-0.091175,-0.030908,-0.072504,-0.085505,0.007069,0.495737,0.551275,0.519703,0.587688,0.538813,0.561666,0.686583,0.591313
