1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.015193,-0.042196,-0.024209,-0.088279,-0.028957,-0.069646,-0.078578,0.003269,0.499659,0.546413,0.521380,0.595825,0.540755,0.552247,0.684382,0.595466
-0.013983,-0.040846,-0.024235,-0.090787,-0.029564,-0.068888,-0.079318,0.005559,0.495158,0.546246,0.521556,0.598341,0.539314,0.553581,0.685137,0.592195
-0.016724,-0.041889,-0.026395,-0.091450,-0.030564,-0.072517,-0.080205,0.006877,0.492191,0.546402,0.521819,0.597865,0.540073,0.554763,0.684789,0.592522
-0.019671,-0.039786,-0.020794,-0.089466,-0.031914,-0.071298,-0.081575,0.006596,0.496304,0.549467,0.521131,0.592377,0.541012,0.556640,0.685141,0.590550
-0.008313,-0.044894,-0.021247,-0.083653,-0.030911,-0.071153,-0.082152,0.004927,0.491641,0.549665,0.522097,0.591326,0.539854,0.556529,0.684024,0.592899
-0.016153,-0.044826,-0.023320,-0.089148,-0.030459,-0.070893,-0.083371,0.006422,0.485754,0.547217,0.522692,0.587855,0.539626,0.556845,0.685428,0.591589
-0.027011,-0.045285,-0.025198,-0.085223,-0.030553,-0.071665,-0.084571,0.007642,0.491583,0.547903,0.522411,0.585626,0.539418,0.558620,0.686438,0.590851
-0.010389,-0.043639,-0.025715,-0.086452,-0.032010,-0.073667,-0.082623,0.005361,0.497497,0.548970,0.522042,0.582649,0.540344,0.560559,0.685872,0.590803
-0.018989,-0.043062,-0.024196,-0.090391,-0.031423,-0.070338,-0.084055,0.007463,0.491403,0.551620,0.521141,0.583703,0.539900,0.560082,0.685795,0.588193
-0.007176,-0.043774,-0.025038,-0.087021,-0.031349,-0.072953,-0.084017,0.006433,0.490468,0.553734,0.520686,0.585595,0.539939,0.561882,0.684989,0.589379
