L_forward (s),L_activation gradient (s),L_weight gradient (s),L_weight update (s),E_forward (J),E_activation gradient (J),E_weight gradient (J),E_weight update (J),L_forward_Peak (s),L_activation gradient_Peak (s),L_weight gradient_Peak (s),L_weight update_Peak (s),E_forward_Peak (J),E_activation gradient_Peak (J),E_weight gradient_Peak (J),E_weight update_Peak (J),TOPS/W,TOPS,Peak TOPS/W,Peak TOPS
46.998,37.7799,117.325,0.681388,1.58299,1.50313,103.678,0.0295127,13.5765,13.2373,91.8393,0.649002,0.720132,0.69914,27.4842,0.0168947,1.72654,0.909448,6.37686,1.54584
46.998,37.7799,117.325,0.626495,1.58491,1.50481,104.08,0.028777,13.5765,13.2373,91.8398,0.594108,0.722054,0.700821,27.8868,0.0158192,1.72001,0.909692,6.28878,1.54654
46.998,37.7799,117.326,0.721105,1.5857,1.50535,104.276,0.0306108,13.5765,13.2373,91.8405,0.688719,0.722843,0.701364,28.0826,0.0181256,1.71682,0.909264,6.2463,1.5453
46.998,37.7799,117.325,0.614451,1.585,1.50487,104.024,0.0288442,13.5765,13.2373,91.8401,0.582064,0.722145,0.700879,27.8306,0.0157026,1.72091,0.909744,6.30085,1.54669
46.998,37.7799,117.325,0.674596,1.58407,1.50415,103.732,0.0290831,13.5765,13.2373,91.8395,0.642209,0.721209,0.700156,27.5384,0.016822,1.72564,0.909477,6.3645,1.54592
46.998,37.7799,117.325,0.556583,1.58277,1.50299,103.732,0.0272343,13.5765,13.2373,91.8392,0.524197,0.719914,0.699002,27.5384,0.0138651,1.72571,0.910008,6.36569,1.54745
46.998,37.7799,117.325,0.573989,1.58469,1.50466,103.998,0.0281314,13.5765,13.2373,91.8396,0.541602,0.721834,0.700673,27.8044,0.0144959,1.72135,0.909928,6.30686,1.54722
46.998,37.7799,117.326,0.579025,1.58703,1.50658,104.483,0.0276604,13.5765,13.2373,91.841,0.546638,0.724169,0.702595,28.2894,0.0143025,1.71353,0.909899,6.20312,1.54714
46.998,37.7799,117.326,0.627042,1.58563,1.50545,103.856,0.0298329,13.5765,13.2373,91.8404,0.594656,0.722773,0.701464,27.6628,0.0161554,1.72357,0.909687,6.3368,1.54653
46.998,37.7799,117.325,0.645676,1.5845,1.50452,103.953,0.0304003,13.5765,13.2373,91.8398,0.613289,0.721648,0.700528,27.7598,0.0165371,1.72204,0.909606,6.31613,1.54629
46.998,37.7799,117.327,0.728533,1.58777,1.50723,104.449,0.0307224,13.5765,13.2373,91.8413,0.696147,0.724917,0.703243,28.2558,0.018143,1.714,0.909227,6.20904,1.5452
46.998,37.7799,117.326,0.686741,1.58466,1.50447,104.137,0.0305672,13.5765,13.2373,91.8404,0.654354,0.721808,0.700481,27.9437,0.017465,1.71908,0.909419,6.27638,1.54575
46.998,37.7799,117.325,0.644413,1.58371,1.5037,103.984,0.0285087,13.5765,13.2373,91.8395,0.612027,0.720852,0.699708,27.7904,0.0162212,1.7216,0.909613,6.30992,1.54631
46.998,37.7799,117.326,0.574184,1.58664,1.50621,104.373,0.0278739,13.5765,13.2373,91.8408,0.541798,0.723781,0.702219,28.179,0.0144658,1.7153,0.909922,6.22636,1.54721
46.998,37.7799,117.324,0.64741,1.58266,1.5029,103.732,0.0305715,13.5765,13.2373,91.8392,0.615023,0.719801,0.698907,27.5384,0.0167318,1.72566,0.909601,6.3651,1.54628
46.998,37.7799,117.326,0.597847,1.58596,1.50574,104.285,0.0281719,13.5765,13.2373,91.8403,0.56546,0.723108,0.70175,28.0909,0.0152785,1.71672,0.909818,6.245,1.5469
46.998,37.7799,117.325,0.609421,1.58323,1.50334,104.024,0.0290671,13.5765,13.2373,91.8396,0.577035,0.720376,0.699351,27.8299,0.0156806,1.72097,0.90977,6.3017,1.54676
