1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.018729,-0.041617,-0.025179,-0.092390,-0.030033,-0.069591,-0.079644,0.003363,0.490151,0.545565,0.518526,0.594772,0.543037,0.552883,0.685507,0.597896
-0.016603,-0.045423,-0.024220,-0.093163,-0.027495,-0.070519,-0.079804,0.003675,0.484693,0.547686,0.519296,0.596175,0.541931,0.553475,0.684123,0.596863
-0.014997,-0.044606,-0.023875,-0.089082,-0.031262,-0.070645,-0.080384,0.003895,0.483306,0.547913,0.520002,0.591944,0.540658,0.555141,0.684126,0.595694
-0.016216,-0.041519,-0.021681,-0.091407,-0.031576,-0.070476,-0.080239,0.004072,0.489453,0.552807,0.519106,0.592850,0.540860,0.555814,0.684970,0.595140
-0.013688,-0.045084,-0.022623,-0.082465,-0.029788,-0.070184,-0.081256,0.004290,0.490032,0.546445,0.518581,0.586567,0.540237,0.554942,0.684857,0.596032
-0.013913,-0.041641,-0.025662,-0.089722,-0.029220,-0.070516,-0.082360,0.004018,0.482463,0.549732,0.519524,0.589979,0.539198,0.555099,0.684747,0.595133
-0.027882,-0.047395,-0.024415,-0.087721,-0.033121,-0.072842,-0.082082,0.005576,0.487341,0.551648,0.518083,0.589597,0.540281,0.559168,0.684464,0.595351
-0.008698,-0.041505,-0.023682,-0.087859,-0.033315,-0.072857,-0.082013,0.005033,0.491213,0.549488,0.516754,0.587613,0.539626,0.559451,0.686146,0.593895
-0.012730,-0.045694,-0.026262,-0.089871,-0.031082,-0.072487,-0.083357,0.006536,0.494687,0.550482,0.517904,0.588598,0.539571,0.560340,0.684704,0.593162
-0.015616,-0.038528,-0.025538,-0.085532,-0.031882,-0.075335,-0.085232,0.004428,0.490922,0.548489,0.518325,0.586560,0.539308,0.562456,0.684897,0.592397
