L_forward (s),L_activation gradient (s),L_weight gradient (s),L_weight update (s),E_forward (J),E_activation gradient (J),E_weight gradient (J),E_weight update (J),L_forward_Peak (s),L_activation gradient_Peak (s),L_weight gradient_Peak (s),L_weight update_Peak (s),E_forward_Peak (J),E_activation gradient_Peak (J),E_weight gradient_Peak (J),E_weight update_Peak (J),TOPS/W,TOPS,Peak TOPS/W,Peak TOPS
93.9841,81.394,132.272,0.368266,2.02161,1.91797,104.985,0.00970997,10.4436,10.1,91.8438,0.336193,0.650754,0.628156,28.7841,0.00934711,1.69246,0.598735,6.1326,1.63605
93.9841,81.394,132.271,0.520447,2.0247,1.92117,104.937,0.0135778,10.4436,10.1,91.8431,0.488375,0.653839,0.631364,28.7358,0.013215,1.69306,0.598441,6.14037,1.63385
93.9841,81.394,132.272,0.55496,2.03268,1.92882,105.607,0.0142306,10.4436,10.1,91.8441,0.522888,0.661821,0.639008,29.4055,0.0138677,1.68246,0.598372,6.00325,1.63334
93.9841,81.394,132.273,0.541483,2.03294,1.92903,105.391,0.0138618,10.4436,10.1,91.8444,0.509411,0.662082,0.63922,29.1899,0.0134989,1.68578,0.598397,6.04567,1.63353
93.9841,81.394,132.27,0.618265,2.02822,1.92495,104.779,0.0158463,10.4436,10.1,91.8423,0.586193,0.657357,0.635144,28.5778,0.0154834,1.69537,0.598252,6.17088,1.63245
93.9841,81.394,132.27,0.597217,2.02778,1.92471,104.669,0.0153718,10.4436,10.1,91.8421,0.565145,0.656922,0.6349,28.4674,0.015009,1.69711,0.598294,6.19399,1.63276
93.9841,81.394,132.27,0.644609,2.0272,1.92423,104.553,0.0165462,10.4436,10.1,91.8418,0.612536,0.656342,0.634424,28.3513,0.0161834,1.69892,0.598202,6.21821,1.63208
93.9841,81.394,132.27,0.731719,2.02864,1.92552,104.777,0.0187429,10.4436,10.1,91.8419,0.699647,0.657777,0.635706,28.5754,0.0183801,1.69534,0.598033,6.17058,1.63082
93.9841,81.394,132.271,0.692271,2.03048,1.92721,104.842,0.0174168,10.4436,10.1,91.8428,0.660198,0.659618,0.637401,28.6406,0.0170539,1.69429,0.598108,6.15669,1.63138
93.9841,81.394,132.269,0.621503,2.02685,1.92407,104.579,0.0158658,10.4436,10.1,91.841,0.589431,0.655986,0.63426,28.3774,0.0155029,1.69853,0.598249,6.21299,1.63242
93.9841,81.394,132.269,0.712036,2.02658,1.92403,104.34,0.0183838,10.4436,10.1,91.8405,0.679964,0.655725,0.634221,28.1388,0.018021,1.70224,0.598074,6.26287,1.63112
93.9841,81.394,132.27,0.57231,2.03048,1.92729,104.995,0.0145591,10.4436,10.1,91.8423,0.540237,0.659624,0.637483,28.794,0.0141962,1.69195,0.598342,6.12587,1.63311
93.9841,81.394,132.269,0.728596,2.02665,1.92404,104.34,0.0188964,10.4436,10.1,91.8407,0.696524,0.655787,0.634228,28.1388,0.0185335,1.70223,0.598041,6.26275,1.63088
93.9841,81.394,132.268,0.647486,2.02434,1.92192,104.255,0.01654,10.4436,10.1,91.8402,0.615413,0.653485,0.632106,28.054,0.0161771,1.70367,0.5982,6.28229,1.63206
93.9841,81.394,132.27,0.604848,2.02793,1.9251,104.7,0.0158752,10.4436,10.1,91.8414,0.572775,0.657074,0.635294,28.4988,0.0155124,1.6966,0.59828,6.18724,1.63266
93.9841,81.394,132.268,0.607138,2.02528,1.92295,104.074,0.0154718,10.4436,10.1,91.8403,0.575066,0.654425,0.633143,27.8728,0.0151089,1.70651,0.598278,6.32111,1.63264
93.9841,81.394,132.269,0.631438,2.02592,1.9234,104.171,0.0162248,10.4436,10.1,91.8406,0.599366,0.655056,0.633594,27.9692,0.0158619,1.70496,0.59823,6.29989,1.63228
93.9841,81.394,132.269,0.616507,2.02699,1.92437,104.38,0.0160609,10.4436,10.1,91.8408,0.584435,0.656132,0.634561,28.179,0.0156981,1.70163,0.598259,6.25467,1.6325
