L_forward (s),L_activation gradient (s),L_weight gradient (s),L_weight update (s),E_forward (J),E_activation gradient (J),E_weight gradient (J),E_weight update (J),L_forward_Peak (s),L_activation gradient_Peak (s),L_weight gradient_Peak (s),L_weight update_Peak (s),E_forward_Peak (J),E_activation gradient_Peak (J),E_weight gradient_Peak (J),E_weight update_Peak (J),TOPS/W,TOPS,Peak TOPS/W,Peak TOPS
66.5948,54.5847,120.357,0.043463,2.52489,2.39439,104.133,0.00100907,14.2636,13.5967,91.8329,0.000133167,1.30576,1.26252,27.9396,4.57866e-06,1.68993,0.763397,6.04504,1.54078
66.5948,54.5847,120.357,0.043463,2.5272,2.39666,104.008,0.00100907,14.2636,13.5967,91.8331,0.000133167,1.30807,1.2648,27.8147,4.57866e-06,1.6918,0.763397,6.06898,1.54078
66.5948,54.5847,120.357,0.043463,2.52656,2.39624,104.145,0.00100907,14.2636,13.5967,91.8327,0.000133167,1.30743,1.26438,27.9512,4.57866e-06,1.6897,0.763398,6.04205,1.54079
66.5948,54.5847,120.357,0.043463,2.52579,2.39522,104.179,0.00100907,14.2636,13.5967,91.833,0.000133167,1.30666,1.26335,27.9848,4.57866e-06,1.68921,0.763397,6.03575,1.54078
66.5948,54.5847,120.358,0.043463,2.52792,2.39689,104.482,0.00100907,14.2636,13.5967,91.8339,0.000133167,1.30878,1.26502,28.288,4.57866e-06,1.68447,0.763394,5.97571,1.54077
66.5948,54.5847,120.357,0.043463,2.52585,2.39541,104.176,0.00100907,14.2636,13.5967,91.8331,0.000133167,1.30672,1.26354,27.9819,4.57866e-06,1.68925,0.763396,6.03629,1.54078
66.5948,54.5847,120.357,0.043463,2.52467,2.39462,103.912,0.00100907,14.2636,13.5967,91.8327,0.000133167,1.30553,1.26275,27.7183,4.57866e-06,1.69337,0.763398,6.08922,1.54079
66.5948,54.5847,120.358,0.043463,2.52764,2.39677,104.255,0.00100907,14.2636,13.5967,91.8336,0.000133167,1.30851,1.2649,28.0616,4.57866e-06,1.68797,0.763395,6.01995,1.54077
66.5948,54.5847,120.357,0.043463,2.52401,2.39362,104.091,0.00100907,14.2636,13.5967,91.833,0.000133167,1.30488,1.26176,27.8971,4.57866e-06,1.69062,0.763397,6.0538,1.54078
66.5948,54.5847,120.357,0.043463,2.52595,2.39537,104.063,0.00100907,14.2636,13.5967,91.8332,0.000133167,1.30682,1.2635,27.8688,4.57866e-06,1.691,0.763396,6.05869,1.54078
66.5948,54.5847,120.358,0.043463,2.52726,2.39627,104.23,0.00100907,14.2636,13.5967,91.8338,0.000133167,1.30813,1.2644,28.0361,4.57866e-06,1.68837,0.763394,6.02515,1.54077
66.5948,54.5847,120.356,0.043463,2.52292,2.3934,103.609,0.00100907,14.2636,13.5967,91.8319,0.000133167,1.30379,1.26153,27.4151,4.57866e-06,1.69814,0.7634,6.1514,1.5408
66.5948,54.5847,120.357,0.043463,2.52581,2.39545,104.022,0.00100907,14.2636,13.5967,91.833,0.000133167,1.30668,1.26358,27.8287,4.57866e-06,1.69162,0.763397,6.0667,1.54078
66.5948,54.5847,120.357,0.043463,2.5252,2.39497,103.912,0.00100907,14.2636,13.5967,91.8328,0.000133167,1.30607,1.2631,27.7183,4.57866e-06,1.69335,0.763397,6.08903,1.54078
