L_forward (s),L_activation gradient (s),L_weight gradient (s),L_weight update (s),E_forward (J),E_activation gradient (J),E_weight gradient (J),E_weight update (J),L_forward_Peak (s),L_activation gradient_Peak (s),L_weight gradient_Peak (s),L_weight update_Peak (s),E_forward_Peak (J),E_activation gradient_Peak (J),E_weight gradient_Peak (J),E_weight update_Peak (J),TOPS/W,TOPS,Peak TOPS/W,Peak TOPS
52.406,42.7093,106.243,0.0346907,1.27692,1.21091,93.58,0.00056581,12.1155,11.4558,85.5001,0.000133167,0.666852,0.64924,17.5362,2.26063e-06,1.91899,0.915731,9.78244,1.69083
52.406,42.7093,106.242,0.0346907,1.27496,1.20934,93.3761,0.00056581,12.1155,11.4558,85.4992,0.000133167,0.664897,0.647674,17.3323,2.26063e-06,1.92314,0.915734,9.89127,1.69084
52.406,42.7093,106.242,0.0346907,1.27488,1.20929,93.3022,0.00056581,12.1155,11.4558,85.4995,0.000133167,0.664814,0.647621,17.2584,2.26063e-06,1.92462,0.915733,9.93071,1.69084
52.406,42.7093,106.243,0.0346907,1.27636,1.21022,93.7146,0.00056581,12.1155,11.4558,85.5003,0.000133167,0.666297,0.648552,17.6708,2.26063e-06,1.91633,0.91573,9.71374,1.69083
52.406,42.7093,106.243,0.0346907,1.27565,1.20942,93.6737,0.00056581,12.1155,11.4558,85.5004,0.000133167,0.665581,0.647751,17.6298,2.26063e-06,1.91717,0.915729,9.7355,1.69083
52.406,42.7093,106.242,0.0346907,1.27504,1.20929,93.5455,0.00056581,12.1155,11.4558,85.4994,0.000133167,0.664974,0.64762,17.5017,2.26063e-06,1.91974,0.915734,9.80219,1.69084
52.406,42.7093,106.242,0.0346907,1.27587,1.20994,93.4736,0.00056581,12.1155,11.4558,85.4998,0.000133167,0.665807,0.648273,17.4298,2.26063e-06,1.92115,0.915732,9.83903,1.69084
52.406,42.7093,106.242,0.0346907,1.27427,1.20858,93.4518,0.00056581,12.1155,11.4558,85.4995,0.000133167,0.664207,0.646914,17.408,2.26063e-06,1.92165,0.915733,9.85201,1.69084
52.406,42.7093,106.243,0.0346907,1.27619,1.21007,93.6844,0.00056581,12.1155,11.4558,85.5002,0.000133167,0.666126,0.6484,17.6405,2.26063e-06,1.91694,0.91573,9.72939,1.69083
52.406,42.7093,106.242,0.0346907,1.27577,1.21002,93.417,0.00056581,12.1155,11.4558,85.4997,0.000133167,0.66571,0.648352,17.3732,2.26063e-06,1.92229,0.915732,9.86884,1.69084
