1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.011991,-0.041863,-0.024754,-0.088062,-0.030758,-0.071726,-0.081080,0.003531,0.497270,0.545311,0.521444,0.596102,0.540762,0.553952,0.686688,0.598561
-0.014204,-0.045767,-0.022288,-0.088001,-0.030562,-0.071580,-0.079698,0.005378,0.494152,0.545932,0.521417,0.593454,0.540557,0.556847,0.685606,0.597072
-0.010167,-0.041107,-0.025540,-0.087301,-0.031105,-0.072110,-0.080343,0.006354,0.491190,0.549781,0.520339,0.593566,0.539433,0.555809,0.686046,0.593268
-0.019126,-0.039517,-0.022473,-0.089077,-0.030802,-0.069416,-0.083159,0.006592,0.497734,0.549332,0.519960,0.592035,0.539160,0.555675,0.685303,0.591806
-0.013415,-0.042686,-0.022321,-0.086366,-0.030303,-0.070017,-0.082456,0.006208,0.485425,0.550634,0.522519,0.586762,0.539500,0.556235,0.684761,0.593904
-0.015542,-0.043157,-0.023776,-0.089249,-0.031292,-0.071645,-0.083223,0.006456,0.492361,0.549943,0.522106,0.589935,0.538827,0.556207,0.686097,0.592125
-0.020687,-0.045756,-0.025041,-0.087407,-0.030617,-0.070353,-0.085138,0.007327,0.497734,0.550205,0.522292,0.586970,0.538015,0.556883,0.685877,0.593749
-0.006695,-0.041913,-0.022530,-0.083777,-0.032054,-0.069773,-0.086227,0.007075,0.487979,0.552000,0.521009,0.585088,0.539014,0.556288,0.687860,0.591370
-0.013435,-0.042550,-0.023708,-0.084202,-0.030585,-0.072070,-0.085353,0.007847,0.498741,0.551068,0.520465,0.581608,0.539231,0.558177,0.686240,0.590787
-0.013147,-0.042991,-0.025276,-0.087632,-0.031624,-0.071107,-0.084595,0.007663,0.493084,0.553231,0.522333,0.581717,0.539938,0.560322,0.685773,0.590869
