L_forward (s),L_activation gradient (s),L_weight gradient (s),L_weight update (s),E_forward (J),E_activation gradient (J),E_weight gradient (J),E_weight update (J),L_forward_Peak (s),L_activation gradient_Peak (s),L_weight gradient_Peak (s),L_weight update_Peak (s),E_forward_Peak (J),E_activation gradient_Peak (J),E_weight gradient_Peak (J),E_weight update_Peak (J),TOPS/W,TOPS,Peak TOPS/W,Peak TOPS
71.4967,62.3288,104.158,0.0279302,0.781347,0.74859,87.6845,0.000249752,14.4342,13.8175,80.8661,0.000137167,0.338726,0.334591,11.7083,1.20642e-06,2.06678,0.774843,14.8948,1.69011
71.4967,62.3288,104.158,0.0279302,0.780931,0.748206,87.9062,0.000249752,14.4342,13.8175,80.8659,0.000137167,0.338309,0.334207,11.93,1.20642e-06,2.06168,0.774843,14.6337,1.69011
71.4967,62.3288,104.159,0.0279302,0.782018,0.749034,87.9844,0.000249752,14.4342,13.8175,80.8666,0.000137167,0.339396,0.335035,12.0082,1.20642e-06,2.05983,0.774841,14.5412,1.6901
71.4967,62.3288,104.158,0.0279302,0.78188,0.748937,88.0833,0.000249752,14.4342,13.8175,80.8662,0.000137167,0.339258,0.334938,12.1071,1.20642e-06,2.05757,0.774842,14.429,1.69011
71.4967,62.3288,104.158,0.0279302,0.781106,0.748493,87.6845,0.000249752,14.4342,13.8175,80.8658,0.000137167,0.338484,0.334494,11.7083,1.20642e-06,2.06679,0.774844,14.8952,1.69012
71.4967,62.3288,104.158,0.0279302,0.781946,0.748895,88.1467,0.000249752,14.4342,13.8175,80.8665,0.000137167,0.339324,0.334896,12.1705,1.20642e-06,2.05611,0.774841,14.3577,1.6901
71.4967,62.3288,104.158,0.0279302,0.781086,0.748239,87.802,0.000249752,14.4342,13.8175,80.8662,0.000137167,0.338464,0.33424,11.8258,1.20642e-06,2.06408,0.774842,14.7555,1.69011
71.4967,62.3288,104.158,0.0279302,0.781378,0.748612,87.9864,0.000249752,14.4342,13.8175,80.866,0.000137167,0.338757,0.334613,12.0102,1.20642e-06,2.05981,0.774843,14.5402,1.69011
71.4967,62.3288,104.158,0.0279302,0.781437,0.748578,88.0032,0.000249752,14.4342,13.8175,80.8662,0.000137167,0.338815,0.334579,12.027,1.20642e-06,2.05943,0.774842,14.5209,1.69011
71.4967,62.3288,104.157,0.0279302,0.780226,0.747827,87.7126,0.000249752,14.4342,13.8175,80.8655,0.000137167,0.337604,0.333828,11.7364,1.20642e-06,2.06618,0.774845,14.8633,1.69012
71.4967,62.3288,104.158,0.0279302,0.781169,0.748468,88.0124,0.000249752,14.4342,13.8175,80.866,0.000137167,0.338547,0.334469,12.0362,1.20642e-06,2.05922,0.774843,14.5109,1.69011
71.4967,62.3288,104.158,0.0279302,0.780758,0.748166,87.7478,0.000249752,14.4342,13.8175,80.866,0.000137167,0.338137,0.334167,11.7716,1.20642e-06,2.06534,0.774843,14.8202,1.69011
