L_forward (s),L_activation gradient (s),L_weight gradient (s),L_weight update (s),E_forward (J),E_activation gradient (J),E_weight gradient (J),E_weight update (J),L_forward_Peak (s),L_activation gradient_Peak (s),L_weight gradient_Peak (s),L_weight update_Peak (s),E_forward_Peak (J),E_activation gradient_Peak (J),E_weight gradient_Peak (J),E_weight update_Peak (J),TOPS/W,TOPS,Peak TOPS/W,Peak TOPS
91.7345,79.9444,117.692,0.0343613,1.45993,1.39256,94.187,0.000430045,15.5393,14.9093,85.5025,0.000137167,0.653678,0.634705,18.1395,2.32753e-06,1.89977,0.637243,9.49262,1.59051
91.7345,79.9444,117.691,0.0343613,1.46419,1.39691,94.1502,0.000430045,15.5393,14.9093,85.502,0.000137167,0.657937,0.639054,18.1026,2.32753e-06,1.90033,0.637244,9.50644,1.59052
91.7345,79.9444,117.692,0.0343613,1.47143,1.40377,94.6628,0.000430045,15.5393,14.9093,85.5027,0.000137167,0.665175,0.645916,18.6153,2.32753e-06,1.89007,0.637242,9.25515,1.59051
91.7345,79.9444,117.692,0.0343613,1.47187,1.40409,94.4979,0.000430045,15.5393,14.9093,85.503,0.000137167,0.665621,0.64624,18.4503,2.32753e-06,1.89325,0.637242,9.33202,1.5905
91.7345,79.9444,117.691,0.0343613,1.46942,1.40248,94.029,0.000430045,15.5393,14.9093,85.5014,0.000137167,0.663171,0.644628,17.9815,2.32753e-06,1.90249,0.637245,9.56082,1.59052
91.7345,79.9444,117.691,0.0343613,1.46971,1.40303,93.9444,0.000430045,15.5393,14.9093,85.5013,0.000137167,0.663458,0.645178,17.8969,2.32753e-06,1.90413,0.637245,9.60251,1.59053
91.7345,79.9444,117.69,0.0343613,1.46959,1.40303,93.8554,0.000430045,15.5393,14.9093,85.501,0.000137167,0.663336,0.64518,17.8078,2.32753e-06,1.90589,0.637246,9.64731,1.59053
91.7345,79.9444,117.691,0.0343613,1.47065,1.40393,94.0271,0.000430045,15.5393,14.9093,85.5011,0.000137167,0.664405,0.646075,17.9796,2.32753e-06,1.90247,0.637246,9.56043,1.59053
91.7345,79.9444,117.691,0.0343613,1.47201,1.4051,94.0769,0.000430045,15.5393,14.9093,85.5018,0.000137167,0.66576,0.647251,18.0293,2.32753e-06,1.90145,0.637244,9.53459,1.59052
91.7345,79.9444,117.69,0.0343613,1.4702,1.40413,93.7035,0.000430045,15.5393,14.9093,85.5001,0.000137167,0.663951,0.646274,17.656,2.32753e-06,1.90885,0.637248,9.72368,1.59054
91.7345,79.9444,117.69,0.0343613,1.47033,1.40438,93.6274,0.000430045,15.5393,14.9093,85.5001,0.000137167,0.664079,0.646529,17.5799,2.32753e-06,1.91035,0.637248,9.76264,1.59054
91.7345,79.9444,117.69,0.0343613,1.47092,1.4047,93.7665,0.000430045,15.5393,14.9093,85.5007,0.000137167,0.664673,0.646848,17.719,2.32753e-06,1.90758,0.637247,9.69082,1.59053
91.7345,79.9444,117.689,0.0343613,1.46986,1.40421,93.3604,0.000430045,15.5393,14.9093,85.4996,0.000137167,0.663615,0.646357,17.3128,2.32753e-06,1.91566,0.637249,9.90299,1.59055
91.7345,79.9444,117.69,0.0343613,1.47033,1.40436,93.469,0.000430045,15.5393,14.9093,85.5002,0.000137167,0.66408,0.646511,17.4215,2.32753e-06,1.91349,0.637248,9.84521,1.59054
91.7345,79.9444,117.69,0.0343613,1.47177,1.40531,93.925,0.000430045,15.5393,14.9093,85.5009,0.000137167,0.665519,0.647456,17.8774,2.32753e-06,1.90443,0.637246,9.61008,1.59053
91.7345,79.9444,117.689,0.0343613,1.47023,1.4046,93.3604,0.000430045,15.5393,14.9093,85.4997,0.000137167,0.663977,0.646751,17.3128,2.32753e-06,1.91564,0.637249,9.90259,1.59055
91.7345,79.9444,117.689,0.0343613,1.47073,1.40484,93.4797,0.000430045,15.5393,14.9093,85.4999,0.000137167,0.664475,0.646984,17.4322,2.32753e-06,1.91326,0.637248,9.83913,1.59054
91.7345,79.9444,117.689,0.0343613,1.4702,1.40439,93.5014,0.000430045,15.5393,14.9093,85.5,0.000137167,0.663955,0.646534,17.4539,2.32753e-06,1.91285,0.637248,9.82826,1.59054
91.7345,79.9444,117.689,0.0343613,1.46981,1.40427,93.3906,0.000430045,15.5393,14.9093,85.4997,0.000137167,0.663564,0.64642,17.343,2.32753e-06,1.91506,0.637249,9.88694,1.59055
91.7345,79.9444,117.69,0.0343613,1.47085,1.40492,93.7015,0.000430045,15.5393,14.9093,85.5001,0.000137167,0.664598,0.647065,17.654,2.32753e-06,1.90886,0.637248,9.72398,1.59054
91.7345,79.9444,117.689,0.0343613,1.47138,1.40558,93.5493,0.000430045,15.5393,14.9093,85.5,0.000137167,0.66513,0.647731,17.5017,2.32753e-06,1.91185,0.637248,9.80203,1.59054
91.7345,79.9444,117.689,0.0343613,1.47058,1.40471,93.4992,0.000430045,15.5393,14.9093,85.5,0.000137167,0.664328,0.646854,17.4517,2.32753e-06,1.91288,0.637248,9.82905,1.59054
91.7345,79.9444,117.69,0.0343613,1.47172,1.40575,93.7424,0.000430045,15.5393,14.9093,85.5002,0.000137167,0.665474,0.647893,17.6949,2.32753e-06,1.90802,0.637248,9.70216,1.59054
91.7345,79.9444,117.689,0.0343613,1.47067,1.40507,93.6143,0.000430045,15.5393,14.9093,85.4995,0.000137167,0.664418,0.647218,17.5668,2.32753e-06,1.91059,0.637249,9.7689,1.59055
91.7345,79.9444,117.689,0.0343613,1.4701,1.4047,93.3993,0.000430045,15.5393,14.9093,85.4994,0.000137167,0.66385,0.646843,17.3518,2.32753e-06,1.91487,0.63725,9.88193,1.59055
91.7345,79.9444,117.689,0.0343613,1.47047,1.40468,93.5795,0.000430045,15.5393,14.9093,85.5,0.000137167,0.664225,0.646824,17.532,2.32753e-06,1.91129,0.637248,9.78726,1.59054
91.7345,79.9444,117.689,0.0343613,1.46994,1.40424,93.4449,0.000430045,15.5393,14.9093,85.4999,0.000137167,0.663688,0.646386,17.3974,2.32753e-06,1.91398,0.637248,9.85818,1.59054
91.7345,79.9444,117.689,0.0343613,1.46967,1.4042,93.4319,0.000430045,15.5393,14.9093,85.4993,0.000137167,0.663419,0.646345,17.3843,2.32753e-06,1.91424,0.63725,9.86521,1.59055
91.7345,79.9444,117.689,0.0343613,1.47078,1.40508,93.56,0.000430045,15.5393,14.9093,85.4998,0.000137167,0.664531,0.647225,17.5125,2.32753e-06,1.91166,0.637249,9.79702,1.59054
91.7345,79.9444,117.689,0.0343613,1.46934,1.40389,93.3799,0.000430045,15.5393,14.9093,85.4994,0.000137167,0.66309,0.646041,17.3323,2.32753e-06,1.91529,0.637249,9.89308,1.59055
91.7345,79.9444,117.689,0.0343613,1.47037,1.40482,93.3186,0.000430045,15.5393,14.9093,85.4996,0.000137167,0.664121,0.64697,17.2711,2.32753e-06,1.91647,0.637249,9.92465,1.59055
91.7345,79.9444,117.689,0.0343613,1.46922,1.40389,93.3166,0.000430045,15.5393,14.9093,85.4994,0.000137167,0.662968,0.646037,17.2691,2.32753e-06,1.91655,0.637249,9.92682,1.59055
