L_forward (s),L_activation gradient (s),L_weight gradient (s),L_weight update (s),E_forward (J),E_activation gradient (J),E_weight gradient (J),E_weight update (J),L_forward_Peak (s),L_activation gradient_Peak (s),L_weight gradient_Peak (s),L_weight update_Peak (s),E_forward_Peak (J),E_activation gradient_Peak (J),E_weight gradient_Peak (J),E_weight update_Peak (J),TOPS/W,TOPS,Peak TOPS/W,Peak TOPS
75.3393,64.96,52.3965,0.0286898,1.38769,1.32589,81.1468,0.000412439,4.83043,4.73087,29.1045,0.000137167,0.572402,0.55993,5.17055,1.20642e-06,2.19848,0.956917,29.2598,4.76961
75.3393,64.96,52.3974,0.0286898,1.38926,1.32691,81.2219,0.000412439,4.83043,4.73087,29.1054,0.000137167,0.573978,0.560952,5.24571,1.20642e-06,2.19645,0.956913,28.9033,4.76949
75.3393,64.96,52.3966,0.0286898,1.38761,1.32577,81.1468,0.000412439,4.83043,4.73087,29.1046,0.000137167,0.572322,0.559805,5.17055,1.20642e-06,2.19849,0.956917,29.2608,4.76959
75.3393,64.96,52.3963,0.0286898,1.38591,1.32424,81.137,0.000412439,4.83043,4.73087,29.1044,0.000137167,0.570623,0.558279,5.16082,1.20642e-06,2.19883,0.956918,29.3211,4.76963
75.3393,64.96,52.3969,0.0286898,1.38816,1.32612,81.188,0.000412439,4.83043,4.73087,29.105,0.000137167,0.572875,0.560162,5.21184,1.20642e-06,2.19738,0.956915,29.0662,4.76955
75.3393,64.96,52.3963,0.0286898,1.38734,1.32574,81.1162,0.000412439,4.83043,4.73087,29.1044,0.000137167,0.572059,0.559781,5.14004,1.20642e-06,2.19929,0.956918,29.4045,4.76962
75.3393,64.96,52.3965,0.0286898,1.38734,1.32559,81.1273,0.000412439,4.83043,4.73087,29.1046,0.000137167,0.572058,0.559623,5.15111,1.20642e-06,2.19901,0.956917,29.3534,4.7696
75.3393,64.96,52.3966,0.0286898,1.38813,1.32628,81.1514,0.000412439,4.83043,4.73087,29.1047,0.000137167,0.572847,0.560315,5.17517,1.20642e-06,2.19834,0.956916,29.2346,4.76959
75.3393,64.96,52.3964,0.0286898,1.38766,1.32595,81.1241,0.000412439,4.83043,4.73087,29.1044,0.000137167,0.572377,0.559993,5.14787,1.20642e-06,2.19908,0.956917,29.3654,4.76962
75.3393,64.96,52.3964,0.0286898,1.38756,1.32588,81.1514,0.000412439,4.83043,4.73087,29.1045,0.000137167,0.572279,0.559915,5.17515,1.20642e-06,2.19837,0.956917,29.2391,4.76961
75.3393,64.96,52.3963,0.0286898,1.3875,1.32598,81.0795,0.000412439,4.83043,4.73087,29.1043,0.000137167,0.57222,0.560014,5.10331,1.20642e-06,2.20025,0.956918,29.5758,4.76963
75.3393,64.96,52.396,0.0286898,1.3866,1.32511,81.1182,0.000412439,4.83043,4.73087,29.1041,0.000137167,0.571316,0.559143,5.14198,1.20642e-06,2.19928,0.956919,29.4019,4.76966
75.3393,64.96,52.3964,0.0286898,1.38861,1.32698,81.1305,0.000412439,4.83043,4.73087,29.1045,0.000137167,0.573327,0.561017,5.15431,1.20642e-06,2.19886,0.956917,29.3261,4.76961
75.3393,64.96,52.3959,0.0286898,1.38672,1.32539,81.1,0.000412439,4.83043,4.73087,29.1039,0.000137167,0.571439,0.559429,5.12379,1.20642e-06,2.19975,0.95692,29.4854,4.76968
75.3393,64.96,52.396,0.0286898,1.38667,1.32534,81.0889,0.000412439,4.83043,4.73087,29.1041,0.000137167,0.571385,0.559377,5.11274,1.20642e-06,2.20004,0.956919,29.5381,4.76966
75.3393,64.96,52.3966,0.0286898,1.38797,1.32626,81.1507,0.000412439,4.83043,4.73087,29.1046,0.000137167,0.572689,0.560294,5.17452,1.20642e-06,2.19836,0.956916,29.2384,4.76959
75.3393,64.96,52.3967,0.0286898,1.38721,1.32543,81.1446,0.000412439,4.83043,4.73087,29.1047,0.000137167,0.571925,0.559466,5.16838,1.20642e-06,2.19856,0.956916,29.2743,4.76958
75.3393,64.96,52.396,0.0286898,1.38676,1.32533,81.1254,0.000412439,4.83043,4.73087,29.104,0.000137167,0.571476,0.559366,5.14917,1.20642e-06,2.19908,0.95692,29.3664,4.76967
75.3393,64.96,52.3962,0.0286898,1.38758,1.32601,81.1146,0.000412439,4.83043,4.73087,29.1043,0.000137167,0.572292,0.560048,5.13842,1.20642e-06,2.19932,0.956918,29.4098,4.76964
75.3393,64.96,52.3961,0.0286898,1.386,1.32461,81.1113,0.000412439,4.83043,4.73087,29.1041,0.000137167,0.570711,0.558649,5.13512,1.20642e-06,2.19949,0.956919,29.4392,4.76966
75.3393,64.96,52.3966,0.0286898,1.3878,1.3261,81.1462,0.000412439,4.83043,4.73087,29.1046,0.000137167,0.572511,0.560139,5.16997,1.20642e-06,2.19849,0.956917,29.2611,4.7696
75.3393,64.96,52.3962,0.0286898,1.38752,1.32609,81.1061,0.000412439,4.83043,4.73087,29.1042,0.000137167,0.572237,0.560123,5.12995,1.20642e-06,2.19955,0.956918,29.4494,4.76964
