L_forward (s),L_activation gradient (s),L_weight gradient (s),L_weight update (s),E_forward (J),E_activation gradient (J),E_weight gradient (J),E_weight update (J),L_forward_Peak (s),L_activation gradient_Peak (s),L_weight gradient_Peak (s),L_weight update_Peak (s),E_forward_Peak (J),E_activation gradient_Peak (J),E_weight gradient_Peak (J),E_weight update_Peak (J),TOPS/W,TOPS,Peak TOPS/W,Peak TOPS
134.646,116.845,86.9488,0.0445082,5.17858,4.94314,91.8395,0.00125389,8.30708,8.14837,42.4013,0.000137167,2.18135,2.10878,15.6381,4.71416e-06,1.80642,0.544845,9.25427,3.13339
134.645,116.845,86.9489,0.0445082,5.17574,4.94019,91.8296,0.00125389,8.30695,8.14824,42.4014,0.000137167,2.17851,2.10582,15.6283,4.71416e-06,1.8067,0.544845,9.26155,3.1334
134.645,116.845,86.9491,0.0445082,5.17993,4.9442,91.8772,0.00125389,8.3068,8.14808,42.4016,0.000137167,2.1827,2.10983,15.6758,4.71416e-06,1.80571,0.544845,9.23567,3.1334
134.643,116.843,86.9482,0.0445082,5.176,4.94089,91.8521,0.00125389,8.30476,8.14605,42.4006,0.000137167,2.17877,2.10653,15.6508,4.71416e-06,1.80628,0.544854,9.25065,3.13367
134.643,116.843,86.948,0.0445082,5.17401,4.93922,91.8101,0.00125389,8.30484,8.14612,42.4005,0.000137167,2.17678,2.10486,15.6087,4.71416e-06,1.80709,0.544854,9.27189,3.13367
134.643,116.843,86.9488,0.0445082,5.17547,4.94003,91.8454,0.00125389,8.3045,8.14579,42.4013,0.000137167,2.17824,2.10567,15.644,4.71416e-06,1.80643,0.544853,9.25441,3.13366
134.643,116.843,86.9488,0.0445082,5.17351,4.93824,91.819,0.00125389,8.30465,8.14593,42.4012,0.000137167,2.17628,2.10388,15.6176,4.71416e-06,1.80696,0.544853,9.26843,3.13365
134.642,116.842,86.9479,0.0445082,5.17192,4.93702,91.8165,0.00125389,8.30399,8.14527,42.4004,0.000137167,2.17469,2.10266,15.6151,4.71416e-06,1.80705,0.544858,9.27092,3.13377
134.643,116.842,86.9486,0.0445082,5.17639,4.94111,91.8415,0.00125389,8.30429,8.14558,42.4011,0.000137167,2.17916,2.10675,15.6402,4.71416e-06,1.80646,0.544854,9.25527,3.13369
134.641,116.841,86.9481,0.0445082,5.17066,4.93581,91.8063,0.00125389,8.30301,8.14429,42.4005,0.000137167,2.17343,2.10144,15.6049,4.71416e-06,1.80728,0.544859,9.27683,3.13386
134.643,116.843,86.9484,0.0445082,5.17494,4.93991,91.7943,0.00125389,8.30471,8.146,42.4009,0.000137167,2.17771,2.10555,15.5929,4.71416e-06,1.80734,0.544853,9.2785,3.13366
134.64,116.839,86.9475,0.0445082,5.17054,4.93613,91.7774,0.00125389,8.30122,8.14251,42.4,0.000137167,2.17331,2.10177,15.576,4.71416e-06,1.80779,0.544866,9.29023,3.13408
