1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.015747,-0.039088,-0.023905,-0.089228,-0.030247,-0.071596,-0.076705,0.001611,0.484453,0.546457,0.520218,0.595277,0.541913,0.553760,0.683187,0.599421
-0.009934,-0.043180,-0.022940,-0.088210,-0.030612,-0.072347,-0.077860,0.003626,0.493969,0.551700,0.518646,0.591492,0.540826,0.556488,0.683558,0.596366
-0.011887,-0.042023,-0.027608,-0.088665,-0.031568,-0.071634,-0.078751,0.004463,0.491094,0.553242,0.519905,0.593596,0.539496,0.556252,0.684744,0.595902
-0.014823,-0.039785,-0.023351,-0.087191,-0.031857,-0.073235,-0.079785,0.004115,0.489124,0.552918,0.518366,0.589838,0.538981,0.557443,0.684072,0.593907
-0.016186,-0.043331,-0.021831,-0.086118,-0.031556,-0.071612,-0.079936,0.004371,0.487404,0.552389,0.518753,0.585979,0.539111,0.558132,0.683592,0.594256
-0.017135,-0.046147,-0.026120,-0.088258,-0.033055,-0.070807,-0.082003,0.004805,0.489467,0.555529,0.518558,0.584312,0.539177,0.559808,0.683498,0.593617
-0.018943,-0.039815,-0.024960,-0.089348,-0.031265,-0.071423,-0.081438,0.005248,0.489291,0.551846,0.518471,0.584516,0.538915,0.560231,0.684695,0.592192
-0.011719,-0.047079,-0.024597,-0.085776,-0.032801,-0.074161,-0.081934,0.007041,0.493733,0.551763,0.518779,0.584048,0.539970,0.560513,0.687207,0.590820
-0.016090,-0.041497,-0.027061,-0.085846,-0.031552,-0.071513,-0.082505,0.005707,0.487769,0.552797,0.520534,0.583165,0.539666,0.561855,0.686605,0.590944
-0.014530,-0.042617,-0.026249,-0.089306,-0.032855,-0.074045,-0.084059,0.006125,0.492500,0.550403,0.520590,0.581029,0.540343,0.561953,0.685470,0.589981
