L_forward (s),L_activation gradient (s),L_weight gradient (s),L_weight update (s),E_forward (J),E_activation gradient (J),E_weight gradient (J),E_weight update (J),L_forward_Peak (s),L_activation gradient_Peak (s),L_weight gradient_Peak (s),L_weight update_Peak (s),E_forward_Peak (J),E_activation gradient_Peak (J),E_weight gradient_Peak (J),E_weight update_Peak (J),TOPS/W,TOPS,Peak TOPS/W,Peak TOPS
102.765,88.9126,66.8852,0.0354779,2.5927,2.47488,84.4647,0.000701222,6.28814,6.15863,34.6958,0.000137167,1.07478,1.04348,8.4172,2.32753e-06,2.05848,0.713158,17.5048,3.91198
102.766,88.9138,66.8858,0.0354779,2.59397,2.47587,84.4875,0.000701222,6.28938,6.15988,34.6964,0.000137167,1.07604,1.04447,8.43995,2.32753e-06,2.0579,0.713149,17.4634,3.91172
102.765,88.9127,66.8847,0.0354779,2.59179,2.47426,84.4211,0.000701222,6.28826,6.15876,34.6953,0.000137167,1.07387,1.04286,8.37354,2.32753e-06,2.05952,0.713158,17.5802,3.912
102.763,88.9103,66.8853,0.0354779,2.59254,2.47471,84.4388,0.000701222,6.28592,6.15642,34.6959,0.000137167,1.07462,1.0433,8.39131,2.32753e-06,2.05908,0.71317,17.5485,3.91234
102.77,88.9172,66.8861,0.0354779,2.59547,2.47714,84.5134,0.000701222,6.29279,6.16329,34.6966,0.000137167,1.07754,1.04573,8.46585,2.32753e-06,2.05724,0.71313,17.4161,3.91114
102.764,88.9113,66.8848,0.0354779,2.59223,2.47474,84.4211,0.000701222,6.28692,6.15742,34.6953,0.000137167,1.07431,1.04333,8.37354,2.32753e-06,2.05949,0.713166,17.5787,3.91222
102.764,88.9116,66.885,0.0354779,2.59317,2.47541,84.4406,0.000701222,6.28717,6.15767,34.6956,0.000137167,1.07525,1.04401,8.39307,2.32753e-06,2.05901,0.713163,17.5434,3.91216
102.764,88.9116,66.8851,0.0354779,2.59216,2.47447,84.4441,0.000701222,6.28718,6.15767,34.6956,0.000137167,1.07424,1.04307,8.39661,2.32753e-06,2.05897,0.713163,17.5407,3.91215
102.764,88.9113,66.8848,0.0354779,2.59141,2.474,84.426,0.000701222,6.2869,6.1574,34.6954,0.000137167,1.07349,1.04259,8.37847,2.32753e-06,2.05942,0.713166,17.5731,3.91222
102.767,88.9144,66.8852,0.0354779,2.59339,2.47559,84.4768,0.000701222,6.28997,6.16046,34.6958,0.000137167,1.07547,1.04418,8.4293,2.32753e-06,2.05817,0.713148,17.4824,3.91168
102.765,88.9122,66.8851,0.0354779,2.59423,2.47656,84.452,0.000701222,6.28783,6.15832,34.6956,0.000137167,1.07631,1.04516,8.40444,2.32753e-06,2.0587,0.71316,17.5207,3.91205
102.765,88.9121,66.8851,0.0354779,2.59286,2.47512,84.4438,0.000701222,6.28769,6.15819,34.6957,0.000137167,1.07494,1.04372,8.39625,2.32753e-06,2.05895,0.71316,17.539,3.91206
102.767,88.9147,66.8853,0.0354779,2.59402,2.47629,84.4714,0.000701222,6.2903,6.1608,34.6959,0.000137167,1.0761,1.04488,8.42391,2.32753e-06,2.05826,0.713145,17.4892,3.91161
102.764,88.9119,66.8851,0.0354779,2.59244,2.47483,84.4658,0.000701222,6.28752,6.15802,34.6957,0.000137167,1.07452,1.04343,8.41823,2.32753e-06,2.05846,0.713161,17.5036,3.9121
102.76,88.9077,66.8847,0.0354779,2.5909,2.47352,84.4139,0.000701222,6.2833,6.1538,34.6953,0.000137167,1.07297,1.04211,8.36639,2.32753e-06,2.05972,0.713186,17.595,3.91282
102.764,88.9117,66.8852,0.0354779,2.59472,2.47692,84.4899,0.000701222,6.28724,6.15773,34.6958,0.000137167,1.0768,1.04552,8.44239,2.32753e-06,2.0578,0.713163,17.4564,3.91213
102.763,88.9107,66.8853,0.0354779,2.59133,2.47364,84.4469,0.000701222,6.28631,6.15681,34.6958,0.000137167,1.07341,1.04224,8.39942,2.32753e-06,2.05894,0.713168,17.5388,3.91228
102.765,88.9127,66.8848,0.0354779,2.59159,2.47409,84.4537,0.000701222,6.28833,6.15882,34.6953,0.000137167,1.07367,1.04269,8.40617,2.32753e-06,2.05877,0.713158,17.5263,3.91199
102.764,88.9114,66.8854,0.0354779,2.59312,2.47533,84.4643,0.000701222,6.28699,6.15749,34.696,0.000137167,1.0752,1.04393,8.41682,2.32753e-06,2.05847,0.713163,17.504,3.91216
102.759,88.9069,66.8846,0.0354779,2.58997,2.47268,84.4139,0.000701222,6.28249,6.15298,34.6952,0.000137167,1.07205,1.04128,8.36638,2.32753e-06,2.05976,0.71319,17.5979,3.91297
102.763,88.9106,66.885,0.0354779,2.59329,2.47576,84.4658,0.000701222,6.28618,6.15668,34.6956,0.000137167,1.07537,1.04435,8.41823,2.32753e-06,2.05842,0.713169,17.5007,3.91233
102.761,88.9088,66.8847,0.0354779,2.59128,2.4739,84.464,0.000701222,6.2845,6.155,34.6952,0.000137167,1.07335,1.0425,8.41646,2.32753e-06,2.05855,0.71318,17.5101,3.91263
