L_forward (s),L_activation gradient (s),L_weight gradient (s),L_weight update (s),E_forward (J),E_activation gradient (J),E_weight gradient (J),E_weight update (J),L_forward_Peak (s),L_activation gradient_Peak (s),L_weight gradient_Peak (s),L_weight update_Peak (s),E_forward_Peak (J),E_activation gradient_Peak (J),E_weight gradient_Peak (J),E_weight update_Peak (J),TOPS/W,TOPS,Peak TOPS/W,Peak TOPS
28.2511,22.0601,94.465,0.357151,0.423161,0.40053,88.4923,0.0193445,8.12524,7.79085,80.8707,0.336193,0.207261,0.204089,12.518,0.00932483,2.06427,1.2707,14.2535,1.89884
28.2511,22.0601,94.4646,0.509333,0.423435,0.400859,88.4606,0.0252781,8.12524,7.79085,80.8703,0.488375,0.207535,0.204418,12.4863,0.0131844,2.06485,1.26938,14.2836,1.89588
28.2511,22.0601,94.4652,0.543846,0.425824,0.403109,88.9007,0.0253889,8.12524,7.79085,80.8708,0.522888,0.209924,0.206668,12.9264,0.0138356,2.05461,1.26907,13.8072,1.8952
28.2511,22.0601,94.4653,0.530369,0.42585,0.403112,88.759,0.0252514,8.12524,7.79085,80.871,0.509411,0.20995,0.206671,12.7847,0.0134679,2.05787,1.26919,13.9557,1.89546
28.2511,22.0601,94.4643,0.607151,0.423372,0.400906,88.3568,0.0276956,8.12524,7.79085,80.8699,0.586193,0.207472,0.204465,12.3825,0.015448,2.0672,1.26852,14.3969,1.89398
28.2511,22.0601,94.4641,0.586103,0.422839,0.400454,88.2842,0.0263194,8.12524,7.79085,80.8698,0.565145,0.206939,0.204013,12.3099,0.0149759,2.06893,1.26871,14.4805,1.8944
28.2511,22.0601,94.464,0.633494,0.422445,0.400104,88.208,0.027389,8.12524,7.79085,80.8696,0.612536,0.206545,0.203663,12.2336,0.0161484,2.0707,1.2683,14.5673,1.89348
28.2511,22.0601,94.464,0.720605,0.423011,0.400607,88.3552,0.0315434,8.12524,7.79085,80.8697,0.699647,0.207111,0.204166,12.3809,0.0183365,2.06716,1.26754,14.3961,1.89178
28.2511,22.0601,94.4645,0.681156,0.42374,0.401273,88.398,0.028723,8.12524,7.79085,80.8702,0.660199,0.20784,0.204832,12.4237,0.0170179,2.0662,1.26788,14.3481,1.89254
28.2511,22.0601,94.4633,0.669839,0.421508,0.399307,88.0779,0.0290078,8.12524,7.79085,80.869,0.648881,0.205608,0.202866,12.1036,0.016747,2.07373,1.26799,14.7198,1.89278
28.2511,22.0601,94.4633,0.640279,0.421265,0.399104,88.0126,0.0289137,8.12524,7.79085,80.869,0.619321,0.205365,0.202663,12.0383,0.0162099,2.07526,1.26824,14.7981,1.89336
28.2511,22.0601,94.4638,0.711519,0.421966,0.399718,88.1321,0.0301042,8.12524,7.79085,80.8694,0.690561,0.206066,0.203277,12.1577,0.0177619,2.07242,1.26762,14.6542,1.89197
28.2511,22.0601,94.463,0.628979,0.420398,0.398342,87.7836,0.0281915,8.12524,7.79085,80.8687,0.608021,0.204498,0.201901,11.8093,0.0159065,2.08068,1.26835,15.0775,1.89358
28.2511,22.0601,94.4634,0.658149,0.421147,0.398986,87.8767,0.0300131,8.12524,7.79085,80.8691,0.637191,0.205246,0.202545,11.9024,0.0169126,2.07842,1.26809,14.9607,1.89301
28.2511,22.0601,94.4639,0.648979,0.422538,0.400211,88.268,0.0292432,8.12524,7.79085,80.8696,0.628021,0.206638,0.20377,12.2936,0.0164145,2.06926,1.26816,14.498,1.89318
28.2511,22.0601,94.463,0.626219,0.42035,0.398301,87.7836,0.0291198,8.12524,7.79085,80.8687,0.605261,0.20445,0.20186,11.8093,0.0161674,2.08066,1.26837,15.0772,1.89364
28.2511,22.0601,94.463,0.676043,0.420404,0.398339,87.8859,0.0299787,8.12524,7.79085,80.8687,0.655085,0.204504,0.201898,11.9116,0.0169889,2.07824,1.26793,14.9511,1.89267
28.2511,22.0601,94.4632,0.578631,0.420996,0.398859,88.0222,0.028634,8.12524,7.79085,80.8689,0.557673,0.205096,0.202418,12.0478,0.0152288,2.07506,1.26878,14.7885,1.89456
