L_forward (s),L_activation gradient (s),L_weight gradient (s),L_weight update (s),E_forward (J),E_activation gradient (J),E_weight gradient (J),E_weight update (J),L_forward_Peak (s),L_activation gradient_Peak (s),L_weight gradient_Peak (s),L_weight update_Peak (s),E_forward_Peak (J),E_activation gradient_Peak (J),E_weight gradient_Peak (J),E_weight update_Peak (J),TOPS/W,TOPS,Peak TOPS/W,Peak TOPS
28.2511,22.0601,94.4632,0.608209,0.420573,0.398493,87.968,0.0291746,8.12524,7.79085,80.8689,0.587251,0.204673,0.202052,11.9937,0.0157254,2.07633,1.26852,14.8534,1.89398
28.2511,22.0601,94.4633,0.670427,0.4207,0.398601,88.0126,0.0295333,8.12524,7.79085,80.8689,0.649469,0.2048,0.20216,12.0383,0.0167459,2.07527,1.26798,14.7987,1.89277
28.2511,22.0601,94.4631,0.584833,0.420449,0.398406,87.9383,0.0267081,8.12524,7.79085,80.8688,0.563875,0.204549,0.201965,11.9639,0.0146349,2.07709,1.26873,14.8906,1.89444
28.2511,22.0601,94.4632,0.601425,0.420543,0.398445,87.9215,0.0283895,8.12524,7.79085,80.8688,0.580467,0.204642,0.202004,11.9472,0.0153644,2.07744,1.26858,14.9098,1.89412
28.2511,22.0601,94.4635,0.55106,0.421128,0.398991,87.9287,0.027234,8.12524,7.79085,80.8692,0.530102,0.205227,0.20255,11.9544,0.0142271,2.07727,1.26902,14.901,1.89509
28.2511,22.0601,94.4634,0.709902,0.421094,0.39896,88.0405,0.0316975,8.12524,7.79085,80.8691,0.688945,0.205193,0.202519,12.0662,0.0183277,2.07455,1.26764,14.7628,1.892
28.2511,22.0601,94.4631,0.549986,0.420291,0.398242,87.8173,0.0267633,8.12524,7.79085,80.8687,0.529029,0.204391,0.201801,11.8429,0.0141331,2.07993,1.26903,15.0385,1.89512
28.2511,22.0601,94.4634,0.636686,0.420896,0.398782,88.0276,0.0293694,8.12524,7.79085,80.8691,0.615728,0.204996,0.202341,12.0533,0.0161828,2.07492,1.26827,14.7811,1.89343
28.2511,22.0601,94.463,0.57145,0.420165,0.398121,87.8004,0.0284542,8.12524,7.79085,80.8687,0.550492,0.204264,0.20168,11.8261,0.0151236,2.08029,1.26885,15.0583,1.8947
28.2511,22.0601,94.4629,0.602287,0.41986,0.39785,87.8284,0.0283114,8.12524,7.79085,80.8686,0.581329,0.20396,0.201409,11.8541,0.0151149,2.07965,1.26858,15.0247,1.8941
28.2511,22.0601,94.4631,0.636258,0.420338,0.398281,87.8284,0.029478,8.12524,7.79085,80.8687,0.6153,0.204437,0.20184,11.8541,0.0162769,2.0796,1.26828,15.0221,1.89344
28.2511,22.0601,94.4629,0.573361,0.419676,0.397695,87.7295,0.0272583,8.12524,7.79085,80.8686,0.552403,0.203776,0.201254,11.7552,0.014884,2.08201,1.26883,15.1475,1.89467
28.2511,22.0601,94.4633,0.612442,0.420751,0.39868,87.8841,0.0282377,8.12524,7.79085,80.8689,0.591484,0.20485,0.202239,11.9098,0.0155873,2.07831,1.26849,14.9541,1.8939
28.2511,22.0601,94.4633,0.653218,0.420541,0.398469,87.8654,0.0286305,8.12524,7.79085,80.869,0.63226,0.204641,0.202028,11.891,0.0165404,2.07875,1.26813,14.9762,1.89311
